image,label
/home/rnap/math180/image/lungn/lungn795.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2403.jpeg,2
/home/rnap/math180/image/lungn/lungn2885.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2765.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4491.jpeg,0
/home/rnap/math180/image/lungaca/lungaca2394.jpeg,0
/home/rnap/math180/image/lungscc/lungscc3340.jpeg,2
/home/rnap/math180/image/lungscc/lungscc1348.jpeg,2
/home/rnap/math180/image/lungn/lungn1833.jpeg,1
/home/rnap/math180/image/lungn/lungn4780.jpeg,1
/home/rnap/math180/image/lungn/lungn3889.jpeg,1
/home/rnap/math180/image/lungaca/lungaca361.jpeg,0
/home/rnap/math180/image/lungscc/lungscc1574.jpeg,2
/home/rnap/math180/image/lungscc/lungscc2478.jpeg,2
/home/rnap/math180/image/lungaca/lungaca1100.jpeg,0
/home/rnap/math180/image/lungscc/lungscc4901.jpeg,2
/home/rnap/math180/image/lungn/lungn1617.jpeg,1
/home/rnap/math180/image/lungaca/lungaca4765.jpeg,0
/home/rnap/math180/image/lungn/lungn1781.jpeg,1
/home/rnap/math180/image/lungscc/lungscc1289.jpeg,2
/home/rnap/math180/image/lungscc/lungscc1953.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2741.jpeg,0
/home/rnap/math180/image/lungscc/lungscc928.jpeg,2
/home/rnap/math180/image/lungaca/lungaca922.jpeg,0
/home/rnap/math180/image/lungn/lungn4115.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2140.jpeg,0
/home/rnap/math180/image/lungn/lungn252.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2104.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2663.jpeg,0
/home/rnap/math180/image/lungscc/lungscc1748.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4841.jpeg,0
/home/rnap/math180/image/lungn/lungn268.jpeg,1
/home/rnap/math180/image/lungn/lungn514.jpeg,1
/home/rnap/math180/image/lungn/lungn30.jpeg,1
/home/rnap/math180/image/lungscc/lungscc4770.jpeg,2
/home/rnap/math180/image/lungn/lungn4971.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2241.jpeg,2
/home/rnap/math180/image/lungscc/lungscc4873.jpeg,2
/home/rnap/math180/image/lungaca/lungaca864.jpeg,0
/home/rnap/math180/image/lungaca/lungaca1783.jpeg,0
/home/rnap/math180/image/lungn/lungn180.jpeg,1
/home/rnap/math180/image/lungscc/lungscc813.jpeg,2
/home/rnap/math180/image/lungscc/lungscc932.jpeg,2
/home/rnap/math180/image/lungn/lungn2596.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2108.jpeg,0
/home/rnap/math180/image/lungaca/lungaca3309.jpeg,0
/home/rnap/math180/image/lungscc/lungscc997.jpeg,2
/home/rnap/math180/image/lungscc/lungscc1965.jpeg,2
/home/rnap/math180/image/lungn/lungn3736.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3320.jpeg,0
/home/rnap/math180/image/lungscc/lungscc1540.jpeg,2
/home/rnap/math180/image/lungaca/lungaca3321.jpeg,0
/home/rnap/math180/image/lungn/lungn2892.jpeg,1
/home/rnap/math180/image/lungscc/lungscc3883.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4552.jpeg,0
/home/rnap/math180/image/lungscc/lungscc3539.jpeg,2
/home/rnap/math180/image/lungscc/lungscc2178.jpeg,2
/home/rnap/math180/image/lungn/lungn3305.jpeg,1
/home/rnap/math180/image/lungaca/lungaca537.jpeg,0
/home/rnap/math180/image/lungn/lungn542.jpeg,1
/home/rnap/math180/image/lungn/lungn3954.jpeg,1
/home/rnap/math180/image/lungn/lungn4280.jpeg,1
/home/rnap/math180/image/lungaca/lungaca1874.jpeg,0
/home/rnap/math180/image/lungscc/lungscc3781.jpeg,2
/home/rnap/math180/image/lungscc/lungscc2651.jpeg,2
/home/rnap/math180/image/lungscc/lungscc501.jpeg,2
/home/rnap/math180/image/lungn/lungn2372.jpeg,1
/home/rnap/math180/image/lungaca/lungaca4284.jpeg,0
/home/rnap/math180/image/lungscc/lungscc2265.jpeg,2
/home/rnap/math180/image/lungscc/lungscc3429.jpeg,2
/home/rnap/math180/image/lungn/lungn378.jpeg,1
/home/rnap/math180/image/lungscc/lungscc4264.jpeg,2
/home/rnap/math180/image/lungn/lungn1332.jpeg,1
/home/rnap/math180/image/lungn/lungn664.jpeg,1
/home/rnap/math180/image/lungn/lungn1559.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2425.jpeg,0
/home/rnap/math180/image/lungn/lungn2143.jpeg,1
/home/rnap/math180/image/lungn/lungn2607.jpeg,1
/home/rnap/math180/image/lungn/lungn3901.jpeg,1
/home/rnap/math180/image/lungn/lungn3060.jpeg,1
/home/rnap/math180/image/lungaca/lungaca155.jpeg,0
/home/rnap/math180/image/lungaca/lungaca637.jpeg,0
/home/rnap/math180/image/lungn/lungn3568.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3832.jpeg,0
/home/rnap/math180/image/lungaca/lungaca2645.jpeg,0
/home/rnap/math180/image/lungn/lungn684.jpeg,1
/home/rnap/math180/image/lungn/lungn3879.jpeg,1
/home/rnap/math180/image/lungaca/lungaca945.jpeg,0
/home/rnap/math180/image/lungaca/lungaca4995.jpeg,0
/home/rnap/math180/image/lungn/lungn2440.jpeg,1
/home/rnap/math180/image/lungn/lungn2338.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2948.jpeg,0
/home/rnap/math180/image/lungaca/lungaca2112.jpeg,0
/home/rnap/math180/image/lungn/lungn3547.jpeg,1
/home/rnap/math180/image/lungaca/lungaca354.jpeg,0
/home/rnap/math180/image/lungn/lungn4996.jpeg,1
/home/rnap/math180/image/lungn/lungn1562.jpeg,1
/home/rnap/math180/image/lungn/lungn1489.jpeg,1
/home/rnap/math180/image/lungscc/lungscc1364.jpeg,2
/home/rnap/math180/image/lungn/lungn3148.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2808.jpeg,0
/home/rnap/math180/image/lungaca/lungaca622.jpeg,0
/home/rnap/math180/image/lungscc/lungscc4088.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2122.jpeg,0
/home/rnap/math180/image/lungn/lungn1184.jpeg,1
/home/rnap/math180/image/lungn/lungn1584.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3827.jpeg,0
/home/rnap/math180/image/lungaca/lungaca3653.jpeg,0
/home/rnap/math180/image/lungaca/lungaca389.jpeg,0
/home/rnap/math180/image/lungn/lungn2050.jpeg,1
/home/rnap/math180/image/lungaca/lungaca1392.jpeg,0
/home/rnap/math180/image/lungaca/lungaca2209.jpeg,0
/home/rnap/math180/image/lungaca/lungaca226.jpeg,0
/home/rnap/math180/image/lungaca/lungaca368.jpeg,0
/home/rnap/math180/image/lungn/lungn3457.jpeg,1
/home/rnap/math180/image/lungn/lungn2803.jpeg,1
/home/rnap/math180/image/lungn/lungn2964.jpeg,1
/home/rnap/math180/image/lungscc/lungscc1549.jpeg,2
/home/rnap/math180/image/lungscc/lungscc673.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2881.jpeg,0
/home/rnap/math180/image/lungn/lungn1662.jpeg,1
/home/rnap/math180/image/lungaca/lungaca229.jpeg,0
/home/rnap/math180/image/lungn/lungn1871.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2775.jpeg,0
/home/rnap/math180/image/lungaca/lungaca3662.jpeg,0
/home/rnap/math180/image/lungn/lungn3334.jpeg,1
/home/rnap/math180/image/lungaca/lungaca4581.jpeg,0
/home/rnap/math180/image/lungaca/lungaca3149.jpeg,0
/home/rnap/math180/image/lungn/lungn4876.jpeg,1
/home/rnap/math180/image/lungscc/lungscc4903.jpeg,2
/home/rnap/math180/image/lungscc/lungscc4340.jpeg,2
/home/rnap/math180/image/lungaca/lungaca268.jpeg,0
/home/rnap/math180/image/lungn/lungn319.jpeg,1
/home/rnap/math180/image/lungscc/lungscc3897.jpeg,2
/home/rnap/math180/image/lungscc/lungscc2165.jpeg,2
/home/rnap/math180/image/lungscc/lungscc2106.jpeg,2
/home/rnap/math180/image/lungscc/lungscc1154.jpeg,2
/home/rnap/math180/image/lungaca/lungaca1135.jpeg,0
/home/rnap/math180/image/lungscc/lungscc2769.jpeg,2
/home/rnap/math180/image/lungaca/lungaca3922.jpeg,0
/home/rnap/math180/image/lungaca/lungaca1695.jpeg,0
/home/rnap/math180/image/lungn/lungn2782.jpeg,1
/home/rnap/math180/image/lungscc/lungscc1162.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4019.jpeg,0
/home/rnap/math180/image/lungn/lungn2047.jpeg,1
/home/rnap/math180/image/lungscc/lungscc1322.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4134.jpeg,0
/home/rnap/math180/image/lungn/lungn2049.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2943.jpeg,0
/home/rnap/math180/image/lungscc/lungscc2360.jpeg,2
/home/rnap/math180/image/lungscc/lungscc344.jpeg,2
/home/rnap/math180/image/lungaca/lungaca528.jpeg,0
/home/rnap/math180/image/lungn/lungn3012.jpeg,1
/home/rnap/math180/image/lungn/lungn2296.jpeg,1
/home/rnap/math180/image/lungaca/lungaca1765.jpeg,0
/home/rnap/math180/image/lungscc/lungscc1915.jpeg,2
/home/rnap/math180/image/lungscc/lungscc2748.jpeg,2
/home/rnap/math180/image/lungscc/lungscc692.jpeg,2
/home/rnap/math180/image/lungn/lungn3170.jpeg,1
/home/rnap/math180/image/lungn/lungn2219.jpeg,1
/home/rnap/math180/image/lungn/lungn1631.jpeg,1
/home/rnap/math180/image/lungaca/lungaca4975.jpeg,0
/home/rnap/math180/image/lungscc/lungscc142.jpeg,2
/home/rnap/math180/image/lungn/lungn3991.jpeg,1
/home/rnap/math180/image/lungn/lungn1561.jpeg,1
/home/rnap/math180/image/lungscc/lungscc4508.jpeg,2
/home/rnap/math180/image/lungn/lungn1167.jpeg,1
/home/rnap/math180/image/lungn/lungn207.jpeg,1
/home/rnap/math180/image/lungscc/lungscc3745.jpeg,2
/home/rnap/math180/image/lungscc/lungscc595.jpeg,2
/home/rnap/math180/image/lungscc/lungscc2994.jpeg,2
/home/rnap/math180/image/lungn/lungn1626.jpeg,1
/home/rnap/math180/image/lungaca/lungaca950.jpeg,0
/home/rnap/math180/image/lungaca/lungaca1073.jpeg,0
/home/rnap/math180/image/lungn/lungn3630.jpeg,1
/home/rnap/math180/image/lungaca/lungaca4182.jpeg,0
/home/rnap/math180/image/lungn/lungn1647.jpeg,1
/home/rnap/math180/image/lungn/lungn1162.jpeg,1
/home/rnap/math180/image/lungscc/lungscc251.jpeg,2
/home/rnap/math180/image/lungscc/lungscc1398.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2797.jpeg,0
/home/rnap/math180/image/lungn/lungn3465.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3376.jpeg,0
/home/rnap/math180/image/lungscc/lungscc3175.jpeg,2
/home/rnap/math180/image/lungn/lungn3351.jpeg,1
/home/rnap/math180/image/lungaca/lungaca1279.jpeg,0
/home/rnap/math180/image/lungn/lungn3316.jpeg,1
/home/rnap/math180/image/lungscc/lungscc4228.jpeg,2
/home/rnap/math180/image/lungn/lungn2003.jpeg,1
/home/rnap/math180/image/lungn/lungn1893.jpeg,1
/home/rnap/math180/image/lungaca/lungaca1105.jpeg,0
/home/rnap/math180/image/lungaca/lungaca4875.jpeg,0
/home/rnap/math180/image/lungscc/lungscc1765.jpeg,2
/home/rnap/math180/image/lungn/lungn178.jpeg,1
/home/rnap/math180/image/lungaca/lungaca4246.jpeg,0
/home/rnap/math180/image/lungaca/lungaca4598.jpeg,0
/home/rnap/math180/image/lungn/lungn198.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3143.jpeg,0
/home/rnap/math180/image/lungscc/lungscc4274.jpeg,2
/home/rnap/math180/image/lungn/lungn4388.jpeg,1
/home/rnap/math180/image/lungn/lungn3034.jpeg,1
/home/rnap/math180/image/lungn/lungn733.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2046.jpeg,2
/home/rnap/math180/image/lungn/lungn3798.jpeg,1
/home/rnap/math180/image/lungscc/lungscc3193.jpeg,2
/home/rnap/math180/image/lungaca/lungaca3026.jpeg,0
/home/rnap/math180/image/lungscc/lungscc1021.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2981.jpeg,0
/home/rnap/math180/image/lungn/lungn527.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2293.jpeg,0
/home/rnap/math180/image/lungn/lungn1310.jpeg,1
/home/rnap/math180/image/lungn/lungn995.jpeg,1
/home/rnap/math180/image/lungn/lungn744.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2518.jpeg,2
/home/rnap/math180/image/lungn/lungn4008.jpeg,1
/home/rnap/math180/image/lungaca/lungaca4805.jpeg,0
/home/rnap/math180/image/lungn/lungn3333.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2453.jpeg,2
/home/rnap/math180/image/lungaca/lungaca3253.jpeg,0
/home/rnap/math180/image/lungn/lungn1095.jpeg,1
/home/rnap/math180/image/lungn/lungn4502.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3064.jpeg,0
/home/rnap/math180/image/lungscc/lungscc3084.jpeg,2
/home/rnap/math180/image/lungaca/lungaca51.jpeg,0
/home/rnap/math180/image/lungscc/lungscc4575.jpeg,2
/home/rnap/math180/image/lungscc/lungscc4265.jpeg,2
/home/rnap/math180/image/lungaca/lungaca295.jpeg,0
/home/rnap/math180/image/lungscc/lungscc4231.jpeg,2
/home/rnap/math180/image/lungaca/lungaca623.jpeg,0
/home/rnap/math180/image/lungn/lungn1717.jpeg,1
/home/rnap/math180/image/lungn/lungn3840.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2967.jpeg,2
/home/rnap/math180/image/lungscc/lungscc1897.jpeg,2
/home/rnap/math180/image/lungscc/lungscc3586.jpeg,2
/home/rnap/math180/image/lungaca/lungaca466.jpeg,0
/home/rnap/math180/image/lungaca/lungaca565.jpeg,0
/home/rnap/math180/image/lungn/lungn1070.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3047.jpeg,0
/home/rnap/math180/image/lungaca/lungaca4278.jpeg,0
/home/rnap/math180/image/lungaca/lungaca3813.jpeg,0
/home/rnap/math180/image/lungaca/lungaca2155.jpeg,0
/home/rnap/math180/image/lungaca/lungaca2800.jpeg,0
/home/rnap/math180/image/lungn/lungn3783.jpeg,1
/home/rnap/math180/image/lungscc/lungscc4574.jpeg,2
/home/rnap/math180/image/lungn/lungn1741.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2628.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2193.jpeg,0
/home/rnap/math180/image/lungscc/lungscc3905.jpeg,2
/home/rnap/math180/image/lungn/lungn4893.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2377.jpeg,0
/home/rnap/math180/image/lungn/lungn3836.jpeg,1
/home/rnap/math180/image/lungn/lungn3733.jpeg,1
/home/rnap/math180/image/lungscc/lungscc4424.jpeg,2
/home/rnap/math180/image/lungscc/lungscc3922.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4604.jpeg,0
/home/rnap/math180/image/lungscc/lungscc3550.jpeg,2
/home/rnap/math180/image/lungscc/lungscc854.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2383.jpeg,0
/home/rnap/math180/image/lungn/lungn2637.jpeg,1
/home/rnap/math180/image/lungscc/lungscc1202.jpeg,2
/home/rnap/math180/image/lungscc/lungscc2415.jpeg,2
/home/rnap/math180/image/lungscc/lungscc4855.jpeg,2
/home/rnap/math180/image/lungscc/lungscc148.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2534.jpeg,0
/home/rnap/math180/image/lungaca/lungaca1252.jpeg,0
/home/rnap/math180/image/lungn/lungn1299.jpeg,1
/home/rnap/math180/image/lungn/lungn4936.jpeg,1
/home/rnap/math180/image/lungscc/lungscc3435.jpeg,2
/home/rnap/math180/image/lungaca/lungaca16.jpeg,0
/home/rnap/math180/image/lungscc/lungscc1458.jpeg,2
/home/rnap/math180/image/lungscc/lungscc2038.jpeg,2
/home/rnap/math180/image/lungn/lungn3417.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3453.jpeg,0
/home/rnap/math180/image/lungn/lungn3579.jpeg,1
/home/rnap/math180/image/lungn/lungn81.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3626.jpeg,0
/home/rnap/math180/image/lungn/lungn3511.jpeg,1
/home/rnap/math180/image/lungn/lungn2492.jpeg,1
/home/rnap/math180/image/lungn/lungn4360.jpeg,1
/home/rnap/math180/image/lungn/lungn3990.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3607.jpeg,0
/home/rnap/math180/image/lungn/lungn4616.jpeg,1
/home/rnap/math180/image/lungn/lungn3764.jpeg,1
/home/rnap/math180/image/lungscc/lungscc3662.jpeg,2
/home/rnap/math180/image/lungn/lungn59.jpeg,1
/home/rnap/math180/image/lungaca/lungaca4070.jpeg,0
/home/rnap/math180/image/lungn/lungn1258.jpeg,1
/home/rnap/math180/image/lungaca/lungaca1710.jpeg,0
/home/rnap/math180/image/lungaca/lungaca1370.jpeg,0
/home/rnap/math180/image/lungaca/lungaca4375.jpeg,0
/home/rnap/math180/image/lungscc/lungscc3345.jpeg,2
/home/rnap/math180/image/lungaca/lungaca3078.jpeg,0
/home/rnap/math180/image/lungn/lungn1349.jpeg,1
/home/rnap/math180/image/lungn/lungn2357.jpeg,1
/home/rnap/math180/image/lungscc/lungscc3938.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4473.jpeg,0
/home/rnap/math180/image/lungscc/lungscc86.jpeg,2
/home/rnap/math180/image/lungscc/lungscc4246.jpeg,2
/home/rnap/math180/image/lungscc/lungscc2136.jpeg,2
/home/rnap/math180/image/lungaca/lungaca1534.jpeg,0
/home/rnap/math180/image/lungaca/lungaca3003.jpeg,0
/home/rnap/math180/image/lungn/lungn1062.jpeg,1
/home/rnap/math180/image/lungn/lungn945.jpeg,1
/home/rnap/math180/image/lungscc/lungscc4774.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4183.jpeg,0
/home/rnap/math180/image/lungaca/lungaca4703.jpeg,0
/home/rnap/math180/image/lungn/lungn1767.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2514.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4484.jpeg,0
/home/rnap/math180/image/lungn/lungn1665.jpeg,1
/home/rnap/math180/image/lungn/lungn391.jpeg,1
/home/rnap/math180/image/lungaca/lungaca96.jpeg,0
/home/rnap/math180/image/lungaca/lungaca4496.jpeg,0
/home/rnap/math180/image/lungscc/lungscc592.jpeg,2
/home/rnap/math180/image/lungscc/lungscc3330.jpeg,2
/home/rnap/math180/image/lungn/lungn11.jpeg,1
/home/rnap/math180/image/lungn/lungn1232.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3862.jpeg,0
/home/rnap/math180/image/lungaca/lungaca3113.jpeg,0
/home/rnap/math180/image/lungaca/lungaca731.jpeg,0
/home/rnap/math180/image/lungn/lungn3160.jpeg,1
/home/rnap/math180/image/lungaca/lungaca1098.jpeg,0
/home/rnap/math180/image/lungaca/lungaca4086.jpeg,0
/home/rnap/math180/image/lungscc/lungscc349.jpeg,2
/home/rnap/math180/image/lungaca/lungaca3999.jpeg,0
/home/rnap/math180/image/lungscc/lungscc1165.jpeg,2
/home/rnap/math180/image/lungn/lungn755.jpeg,1
/home/rnap/math180/image/lungscc/lungscc3797.jpeg,2
/home/rnap/math180/image/lungscc/lungscc4538.jpeg,2
/home/rnap/math180/image/lungn/lungn2616.jpeg,1
/home/rnap/math180/image/lungaca/lungaca4393.jpeg,0
/home/rnap/math180/image/lungaca/lungaca2753.jpeg,0
/home/rnap/math180/image/lungaca/lungaca3070.jpeg,0
/home/rnap/math180/image/lungn/lungn4392.jpeg,1
/home/rnap/math180/image/lungaca/lungaca1398.jpeg,0
/home/rnap/math180/image/lungscc/lungscc728.jpeg,2
/home/rnap/math180/image/lungaca/lungaca3490.jpeg,0
/home/rnap/math180/image/lungaca/lungaca4472.jpeg,0
/home/rnap/math180/image/lungscc/lungscc980.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2078.jpeg,0
/home/rnap/math180/image/lungn/lungn1170.jpeg,1
/home/rnap/math180/image/lungn/lungn2612.jpeg,1
/home/rnap/math180/image/lungaca/lungaca1191.jpeg,0
/home/rnap/math180/image/lungn/lungn1583.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3528.jpeg,0
/home/rnap/math180/image/lungscc/lungscc2675.jpeg,2
/home/rnap/math180/image/lungscc/lungscc634.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4431.jpeg,0
/home/rnap/math180/image/lungn/lungn2945.jpeg,1
/home/rnap/math180/image/lungscc/lungscc425.jpeg,2
/home/rnap/math180/image/lungn/lungn3729.jpeg,1
/home/rnap/math180/image/lungn/lungn3231.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2081.jpeg,2
/home/rnap/math180/image/lungaca/lungaca363.jpeg,0
/home/rnap/math180/image/lungscc/lungscc3040.jpeg,2
/home/rnap/math180/image/lungscc/lungscc3308.jpeg,2
/home/rnap/math180/image/lungaca/lungaca4603.jpeg,0
/home/rnap/math180/image/lungscc/lungscc4890.jpeg,2
/home/rnap/math180/image/lungn/lungn1464.jpeg,1
/home/rnap/math180/image/lungaca/lungaca3126.jpeg,0
/home/rnap/math180/image/lungn/lungn4013.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2581.jpeg,2
/home/rnap/math180/image/lungaca/lungaca1448.jpeg,0
/home/rnap/math180/image/lungn/lungn637.jpeg,1
/home/rnap/math180/image/lungscc/lungscc3398.jpeg,2
/home/rnap/math180/image/lungn/lungn3821.jpeg,1
/home/rnap/math180/image/lungn/lungn2179.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2058.jpeg,2
/home/rnap/math180/image/lungn/lungn633.jpeg,1
/home/rnap/math180/image/lungaca/lungaca374.jpeg,0
/home/rnap/math180/image/lungaca/lungaca2310.jpeg,0
/home/rnap/math180/image/lungaca/lungaca4816.jpeg,0
/home/rnap/math180/image/lungscc/lungscc2264.jpeg,2
/home/rnap/math180/image/lungn/lungn1027.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2346.jpeg,0
/home/rnap/math180/image/lungscc/lungscc740.jpeg,2
/home/rnap/math180/image/lungn/lungn1152.jpeg,1
/home/rnap/math180/image/lungaca/lungaca2004.jpeg,0
/home/rnap/math180/image/lungn/lungn4749.jpeg,1
/home/rnap/math180/image/lungn/lungn2905.jpeg,1
/home/rnap/math180/image/lungscc/lungscc165.jpeg,2
/home/rnap/math180/image/lungscc/lungscc4190.jpeg,2
/home/rnap/math180/image/lungaca/lungaca943.jpeg,0
/home/rnap/math180/image/lungaca/lungaca2376.jpeg,0
/home/rnap/math180/image/lungscc/lungscc2536.jpeg,2
/home/rnap/math180/image/lungn/lungn4939.jpeg,1
/home/rnap/math180/image/lungn/lungn2767.jpeg,1
/home/rnap/math180/image/lungscc/lungscc2773.jpeg,2
/home/rnap/math180/image/lungaca/lungaca29.jpeg,0
/home/rnap/math180/image/lungn/lungn4465.jpeg,1
/home/rnap/math180/image/lungn/lungn2126.jpeg,1
/home/rnap/math180/image/lungn/lungn2987.jpeg,1
/home/rnap/math180/image/lungn/lungn3085.jpeg,1
/home/rnap/math180/image/lungaca/lungaca4422.jpeg,0
/home/rnap/math180/image/lungaca/lungaca256.jpeg,0
/home/rnap/math180/image/lungaca/lungaca3384.jpeg,0
/home/rnap/math180/image/lungn/lungn4727.jpeg,1
/home/rnap/math180/image/lungscc/lungscc4726.jpeg,2
/home/rnap/math180/image/lungscc/lungscc448.jpeg,2
/home/rnap/math180/image/lungscc/lungscc913.jpeg,2
/home/rnap/math180/image/lungscc/lungscc1470.jpeg,2
/home/rnap/math180/image/lungaca/lungaca1944.jpeg,0
/home/rnap/math180/image/lungaca/lungaca828.jpeg,0
/home/rnap/math180/image/lungn/lungn2442.jpeg,1
/home/rnap/math180/image/lungn/lungn3652.jpeg,1
/home/rnap/math180/image/lungn/lungn1287.jpeg,1
/home/rnap/math180/image/lungn/lungn4458.jpeg,1
/home/rnap/math180/image/lungn/lungn4520.jpeg,1
/home/rnap/math180/image/lungscc/lungscc4471.jpeg,2
/home/rnap/math180/image/lungscc/lungscc192.jpeg,2
/home/rnap/math180/image/lungaca/lungaca3880.jpeg,0
/home/rnap/math180/image/lungn/lungn1313.jpeg,1
/home/rnap/math180/image/lungscc/lungscc1082.jpeg,2
/home/rnap/math180/image/lungscc/lungscc4623.jpeg,2
/home/rnap/math180/image/lungscc/lungscc483.jpeg,2
/home/rnap/math180/image/lungscc/lungscc3692.jpeg,2
/home/rnap/math180/image/lungscc/lungscc3657.jpeg,2
/home/rnap/math180/image/lungscc/lungscc113.jpeg,2
/home/rnap/math180/image/lungscc/lungscc274.jpeg,2
/home/rnap/math180/image/lungaca/lungaca2930.jpeg,0
/home/rnap/math180/image/lungscc/lungscc4643.jpeg,2
